,Data,Cum dec,Actual Label,ECG decision,mlp decision
699,"BPM                       205.479452
EGM Mean RV                 1.500447
EGM STD RV                  0.776191
EGM Skewness RV             0.571048
EGM Kurtosis RV            -1.163989
R-R Interval RV           292.000000
Per Mean                   77.477457
Per STD                     1.130432
Per Skewness               -0.673383
Per Kurtosis               -1.054660
Current Perfusion Grad     10.381406
Quality of Perfusion        2.433469
Perfusion Amplitude         1.176382
Name: 699, dtype: float64",no-shock,VVI,no-shock,[1.]
700,"BPM                       204.081633
EGM Mean RV                 1.580183
EGM STD RV                  0.884606
EGM Skewness RV             0.503945
EGM Kurtosis RV            -1.291899
R-R Interval RV           294.000000
Per Mean                   77.415499
Per STD                     1.148760
Per Skewness               -0.643761
Per Kurtosis               -1.070953
Current Perfusion Grad      9.843814
Quality of Perfusion        2.416987
Perfusion Amplitude         1.208629
Name: 700, dtype: float64",no-shock,VVI,no-shock,[1.]
701,"BPM                       205.479452
EGM Mean RV                 1.479462
EGM STD RV                  0.834670
EGM Skewness RV             0.465681
EGM Kurtosis RV            -1.237931
R-R Interval RV           292.000000
Per Mean                   75.686873
Per STD                     0.734110
Per Skewness               -0.219813
Per Kurtosis               -0.898644
Current Perfusion Grad      5.879624
Quality of Perfusion        2.349890
Perfusion Amplitude         0.322039
Name: 701, dtype: float64",no-shock,VVI,no-shock,[1.]
702,"BPM                       204.778157
EGM Mean RV                 1.325589
EGM STD RV                  0.700067
EGM Skewness RV             0.572960
EGM Kurtosis RV            -1.022702
R-R Interval RV           293.000000
Per Mean                   74.612191
Per STD                     1.211092
Per Skewness               -0.588624
Per Kurtosis               -1.071407
Current Perfusion Grad     10.255503
Quality of Perfusion        2.420442
Perfusion Amplitude         1.265877
Name: 702, dtype: float64",no-shock,VVI,no-shock,[1.]
703,"BPM                       205.479452
EGM Mean RV                 1.314857
EGM STD RV                  0.717652
EGM Skewness RV             0.427895
EGM Kurtosis RV            -1.274389
R-R Interval RV           292.000000
Per Mean                   74.195931
Per STD                     0.821749
Per Skewness                0.039032
Per Kurtosis               -1.580473
Current Perfusion Grad      7.062320
Quality of Perfusion        2.436849
Perfusion Amplitude         0.543518
Name: 703, dtype: float64",no-shock,VVI,no-shock,[1.]
704,"BPM                       206.896552
EGM Mean RV                 1.470622
EGM STD RV                  0.841723
EGM Skewness RV             0.367224
EGM Kurtosis RV            -1.435016
R-R Interval RV           290.000000
Per Mean                   74.469148
Per STD                     0.762737
Per Skewness                0.186139
Per Kurtosis               -1.474632
Current Perfusion Grad      5.783559
Quality of Perfusion        2.462826
Perfusion Amplitude         0.356372
Name: 704, dtype: float64",no-shock,VVI,no-shock,[1.]
705,"BPM                       204.081633
EGM Mean RV                 1.626314
EGM STD RV                  1.044503
EGM Skewness RV             0.585029
EGM Kurtosis RV            -1.041656
R-R Interval RV           294.000000
Per Mean                   73.860083
Per STD                     0.529585
Per Skewness               -1.018452
Per Kurtosis                0.641539
Current Perfusion Grad      0.403552
Quality of Perfusion        2.570521
Perfusion Amplitude        -1.667259
Name: 705, dtype: float64",no-shock,VVI,no-shock,[1.]
706,"BPM                        74.349442
EGM Mean RV                 0.777703
EGM STD RV                  0.681143
EGM Skewness RV             2.437836
EGM Kurtosis RV             5.490696
R-R Interval RV           807.000000
Per Mean                   59.320460
Per STD                    13.865905
Per Skewness               -0.472532
Per Kurtosis               -0.432477
Current Perfusion Grad     15.388894
Quality of Perfusion        2.871287
Perfusion Amplitude         1.566349
Name: 706, dtype: float64",no-shock,Normal,no-shock,[1.]
707,"BPM                        70.921986
EGM Mean RV                 0.752214
EGM STD RV                  1.029429
EGM Skewness RV             1.947437
EGM Kurtosis RV             2.498650
R-R Interval RV           846.000000
Per Mean                   47.300689
Per STD                    12.447491
Per Skewness               -1.017692
Per Kurtosis                0.446811
Current Perfusion Grad     11.221239
Quality of Perfusion        3.003284
Perfusion Amplitude         1.326921
Name: 707, dtype: float64",no-shock,Normal,no-shock,[1.]
708,"BPM                        77.821012
EGM Mean RV                 0.712488
EGM STD RV                  1.090723
EGM Skewness RV             1.987350
EGM Kurtosis RV             2.558332
R-R Interval RV           771.000000
Per Mean                   51.553615
Per STD                     6.921765
Per Skewness               -0.344374
Per Kurtosis               -0.959968
Current Perfusion Grad     13.908941
Quality of Perfusion        2.966115
Perfusion Amplitude         1.489024
Name: 708, dtype: float64",no-shock,Normal,no-shock,[1.]
709,"BPM                        73.710074
EGM Mean RV                 0.823157
EGM STD RV                  1.277214
EGM Skewness RV             1.824089
EGM Kurtosis RV             1.825980
R-R Interval RV           814.000000
Per Mean                   56.771847
Per STD                     3.605689
Per Skewness               -0.662553
Per Kurtosis               -1.047238
Current Perfusion Grad     11.830203
Quality of Perfusion        2.901443
Perfusion Amplitude         1.750969
Name: 709, dtype: float64",no-shock,Normal,no-shock,[1.]
710,"BPM                        72.115385
EGM Mean RV                 0.869663
EGM STD RV                  1.261590
EGM Skewness RV             1.925645
EGM Kurtosis RV             2.238264
R-R Interval RV           832.000000
Per Mean                   62.456854
Per STD                     3.811929
Per Skewness               -0.828172
Per Kurtosis               -0.733464
Current Perfusion Grad     15.400359
Quality of Perfusion        3.028078
Perfusion Amplitude         2.021203
Name: 710, dtype: float64",no-shock,Normal,no-shock,[1.]
711,"BPM                         40.844112
EGM Mean RV                  0.344091
EGM STD RV                   0.253737
EGM Skewness RV              1.597354
EGM Kurtosis RV              2.011746
R-R Interval RV           1469.000000
Per Mean                    50.861822
Per STD                     18.321620
Per Skewness                -0.481632
Per Kurtosis                -1.244514
Current Perfusion Grad       5.426386
Quality of Perfusion         3.054293
Perfusion Amplitude          1.286257
Name: 711, dtype: float64",no-shock,Normal,no-shock,[1.]
712,"BPM                        68.965517
EGM Mean RV                 0.504274
EGM STD RV                  0.928420
EGM Skewness RV             3.158522
EGM Kurtosis RV             9.451400
R-R Interval RV           870.000000
Per Mean                   51.887130
Per STD                    18.783741
Per Skewness               -0.292470
Per Kurtosis               -1.268709
Current Perfusion Grad      8.192960
Quality of Perfusion        2.941720
Perfusion Amplitude         2.405702
Name: 712, dtype: float64",no-shock,Normal,no-shock,[1.]
713,"BPM                        77.720207
EGM Mean RV                 0.974241
EGM STD RV                  1.327399
EGM Skewness RV             1.815832
EGM Kurtosis RV             1.807977
R-R Interval RV           772.000000
Per Mean                   57.001921
Per STD                    22.846247
Per Skewness               -0.919659
Per Kurtosis                0.250887
Current Perfusion Grad     24.314482
Quality of Perfusion        2.940581
Perfusion Amplitude         2.802844
Name: 713, dtype: float64",no-shock,Normal,no-shock,[1.]
714,"BPM                        76.530612
EGM Mean RV                 0.831201
EGM STD RV                  1.261366
EGM Skewness RV             1.812914
EGM Kurtosis RV             1.821231
R-R Interval RV           784.000000
Per Mean                   59.969544
Per STD                    25.360790
Per Skewness               -0.543090
Per Kurtosis               -0.574271
Current Perfusion Grad     29.005129
Quality of Perfusion        2.873219
Perfusion Amplitude         2.974061
Name: 714, dtype: float64",no-shock,Normal,no-shock,[1.]
715,"BPM                        77.519380
EGM Mean RV                 0.848415
EGM STD RV                  1.244567
EGM Skewness RV             1.808256
EGM Kurtosis RV             1.748104
R-R Interval RV           774.000000
Per Mean                   62.361387
Per STD                    27.329141
Per Skewness                0.005725
Per Kurtosis               -1.478956
Current Perfusion Grad     28.002816
Quality of Perfusion        2.884841
Perfusion Amplitude         2.772986
Name: 715, dtype: float64",no-shock,Normal,no-shock,[1.]
716,"BPM                        76.045627
EGM Mean RV                 0.982595
EGM STD RV                  1.293443
EGM Skewness RV             1.810108
EGM Kurtosis RV             1.779287
R-R Interval RV           789.000000
Per Mean                   61.182078
Per STD                    26.681849
Per Skewness               -0.029115
Per Kurtosis               -1.291170
Current Perfusion Grad     25.225756
Quality of Perfusion        3.030205
Perfusion Amplitude         2.579548
Name: 716, dtype: float64",no-shock,Normal,no-shock,[1.]
717,"BPM                        75.376884
EGM Mean RV                 0.910743
EGM STD RV                  1.384449
EGM Skewness RV             1.843094
EGM Kurtosis RV             1.912674
R-R Interval RV           796.000000
Per Mean                   84.541586
Per STD                     6.544744
Per Skewness               -0.160918
Per Kurtosis               -1.162409
Current Perfusion Grad     28.492763
Quality of Perfusion        3.011201
Perfusion Amplitude         2.669882
Name: 717, dtype: float64",no-shock,Normal,no-shock,[1.]
718,"BPM                        74.165637
EGM Mean RV                 0.936765
EGM STD RV                  1.410761
EGM Skewness RV             1.866601
EGM Kurtosis RV             1.984524
R-R Interval RV           809.000000
Per Mean                   85.674499
Per STD                     9.725301
Per Skewness                0.264279
Per Kurtosis               -1.367614
Current Perfusion Grad     33.482031
Quality of Perfusion        2.870495
Perfusion Amplitude         2.893543
Name: 718, dtype: float64",no-shock,Normal,no-shock,[1.]
719,"BPM                        73.081608
EGM Mean RV                 0.884724
EGM STD RV                  1.439188
EGM Skewness RV             1.872126
EGM Kurtosis RV             1.998551
R-R Interval RV           821.000000
Per Mean                   83.304867
Per STD                    14.858773
Per Skewness               -0.018676
Per Kurtosis               -1.490876
Current Perfusion Grad     26.667393
Quality of Perfusion        2.878296
Perfusion Amplitude         2.725755
Name: 719, dtype: float64",no-shock,Normal,no-shock,[1.]
